Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
148275,315,100930,17,1,1
177091,470,138198,25,1,1
164292,498,2213,16,0,1
173626,531,64299,25,0,1
46602,629,4013,90,1,1
134633,733,85963,35,1,1
127998,439,42265,38,1,1
119057,743,63904,23,0,0
116673,771,50137,20,0,0
151814,433,7046,15,0,1
28396,384,6749,154,0,1
32469,454,13820,100,0,1
115747,798,52176,13,1,1
194055,398,115160,9,1,1
89084,513,40019,47,0,1
132081,559,6035,4,1,1
161294,689,45105,6,1,1
109533,420,82072,22,0,1
158799,446,27936,15,1,1
113175,335,52031,6,1,1
63650,799,6626,58,0,1
22761,469,17018,35,1,1
53165,391,23402,16,1,1
51152,753,27147,23,1,1
91341,597,13341,13,0,0
38536,758,26659,49,1,1
189159,802,8799,15,0,0
146557,529,14569,33,0,1
170618,649,66089,8,1,1
167665,474,45650,28,0,1
79090,465,5073,29,0,1
63204,410,7697,21,1,1
96497,478,1136,37,0,1
174421,606,90646,15,1,1
131329,501,75349,34,0,1
83353,531,56787,14,0,1
139837,751,49301,28,0,0
107092,554,5895,12,1,1
71076,606,50659,18,0,1
48331,495,38113,40,1,1
108811,332,16449,14,1,1
82018,409,25138,13,1,1
180784,782,115169,22,1,1
72184,407,13136,26,1,1
95422,675,8292,28,0,0
92483,303,31340,42,1,1
39765,451,4093,105,1,1
187560,783,90102,4,0,0
74811,687,13066,63,1,1
66362,441,37848,39,1,1
171090,726,90489,12,0,0
172192,842,89772,11,1,1
20518,840,8305,238,1,1
128014,634,69855,10,1,1
199352,565,42511,9,1,1
187957,732,18659,5,1,1
89020,526,29781,43,0,1
26888,717,19623,146,1,1
97366,558,74415,33,1,1
137590,582,1999,32,1,1
61486,306,6997,56,1,1
114956,509,9438,14,1,1
174554,417,130527,6,1,1
126681,595,91629,35,1,1
119406,633,87832,32,1,1
39588,619,13223,94,1,1
35393,557,19865,19,0,0
92208,514,5779,33,0,1
155287,620,115915,17,0,1
36405,721,5717,34,1,1
27362,390,20900,126,1,1
168693,833,63762,27,1,1
145780,345,38636,11,0,1
111928,472,32116,34,1,1
83540,507,7275,10,0,1
88871,420,23977,42,1,1
85708,792,4785,41,1,1
68789,350,24341,14,0,1
185580,828,14673,19,1,1
171404,495,6504,7,0,1
93623,459,27924,35,1,1
67306,707,34810,14,1,1
134390,310,79057,22,0,1
46835,473,36876,25,0,1
73290,585,12407,17,1,1
51907,327,13702,61,0,1
52717,830,19213,10,1,1
143983,792,88369,5,0,1
32367,329,6723,143,0,1
27237,648,1989,150,0,1
62836,738,21535,50,1,1
94635,448,47921,43,0,1
159752,677,57962,12,1,1
139539,698,28633,18,1,1
79768,829,24884,26,0,0
97510,368,5100,40,1,1
47898,826,16020,84,0,1
47101,334,6145,25,0,1
88355,806,42205,8,1,1
195796,839,104254,13,1,1
119609,490,49792,8,1,1
122872,600,80493,29,1,1
47742,624,20136,76,0,1
134251,719,47938,9,0,0
151388,586,12396,17,0,0
109453,545,9815,35,0,1
84019,505,14682,12,1,1
20949,343,12307,211,1,1
158995,463,112490,27,1,1
182526,780,84445,17,0,0
192270,567,43944,20,1,1
43489,644,4069,64,0,1
151852,327,10180,8,1,1
39889,764,2188,54,1,1
169082,458,11266,9,1,1
117905,678,17707,26,0,0
199861,429,67040,21,1,1
45116,498,5661,102,1,1
101036,792,6511,45,1,1
149806,546,88338,4,0,1
113429,713,14685,6,0,0
143845,714,80901,18,1,1
140804,710,9874,11,0,0
61595,331,36138,54,0,1
129753,731,26527,9,1,1
197472,593,85811,10,1,1
44329,321,15981,29,1,1
140023,351,62593,16,0,1
62781,497,36553,62,0,1
168524,521,36038,20,0,1
123090,555,20528,12,0,0
157543,389,124329,14,1,1
175977,519,109201,3,1,1
65457,794,44615,20,0,1
152842,593,32537,19,1,1
65923,761,6907,54,1,1
112123,609,32917,27,0,0
149643,429,86761,23,0,1
55236,650,38268,60,1,1
44928,592,24331,68,1,1
87578,468,52441,56,1,1
102388,534,75476,16,0,1
74447,525,2038,7,0,1
49746,638,21357,74,1,1
89094,429,70234,46,0,1
153654,615,108666,20,0,1
191452,479,30176,3,0,1
52990,482,36141,91,1,1
40893,723,18397,58,1,1
81114,531,32921,58,0,1
28156,485,7885,101,1,1
181165,724,74743,14,0,0
142438,845,108858,22,1,1
30906,805,3422,74,1,1
156388,386,10962,29,0,1
127361,830,12664,18,1,1
71450,841,16000,59,0,1
109790,357,2707,42,1,1
185663,380,147535,11,0,1
174265,517,72710,26,0,1
175668,544,126224,22,0,1
86109,606,16248,24,1,1
189806,718,93418,19,0,0
182539,568,81001,18,1,1
113320,486,21780,29,0,1
75303,793,27472,60,0,1
22934,615,11585,54,1,1
85189,353,13659,14,1,1
134627,530,25145,9,0,1
159938,554,111244,29,0,1
20313,350,7475,233,0,1
50476,443,18677,92,0,1
185983,369,12109,21,0,1
172808,368,34929,12,1,1
39323,405,29045,37,0,1
141407,473,96218,25,0,1
82495,405,24438,46,0,1
64923,672,2711,75,1,1
28145,525,14217,77,1,1
103990,673,4095,27,0,0
81117,745,21177,8,0,0
28745,550,22923,118,1,1
167391,738,13729,4,1,1
52288,441,28673,58,1,1
165541,578,59093,15,1,1
50447,336,10754,85,1,1
94941,681,70840,16,1,1
90499,835,10473,43,0,0
44608,682,7621,82,0,1
65931,733,18576,62,1,1
121553,803,10653,9,0,0
138320,663,76514,7,0,0
160835,360,112722,14,0,1
172776,460,129329,26,0,1
134222,501,29452,16,0,1
116545,445,5183,16,0,1
195612,457,3111,16,0,1
152026,741,51023,29,1,1
193195,655,52270,19,1,1
57413,539,45148,29,0,1
158515,473,121695,15,0,1
106334,555,18943,17,1,1
173500,526,68454,25,0,1
115305,330,31109,16,0,1
105377,717,12771,21,0,0
60346,512,39962,8,0,1
30715,810,21822,125,1,1
176346,383,3712,4,1,1
178153,484,35981,12,0,1
72715,729,30655,50,0,1
190201,528,48894,25,1,1
52399,471,34036,61,0,1
44268,754,16000,53,0,1
147880,374,79153,28,0,1
126709,629,98176,7,1,1
109249,341,80756,41,1,1
42096,733,25278,56,0,1
79460,324,62373,34,1,1
50190,593,27934,26,0,0
47143,396,24857,35,1,1
113091,305,10814,6,1,1
167018,316,54663,20,1,1
186116,449,142875,10,0,1
143052,807,35830,28,0,0
124421,814,64431,36,0,0
101202,850,50913,28,0,0
121854,693,54960,12,0,0
69696,602,36328,33,1,1
54430,389,35303,77,0,1
41769,454,17163,27,1,1
194625,401,107055,7,0,1
103464,523,36255,14,1,1
111818,422,66311,19,0,1
124162,683,50511,6,1,1
58959,504,33314,83,1,1
77942,681,34888,47,0,0
42413,498,19760,36,0,1
43935,721,28703,90,1,1
178704,326,81912,23,1,1
133268,822,40208,6,0,0
30251,471,17049,51,1,1
160097,701,33718,20,1,1
187521,535,3428,3,1,1
31998,525,24404,40,1,1
119732,609,35070,19,0,0
105693,605,40433,16,1,1
35214,581,1387,72,1,1
147992,502,10065,24,0,1
123955,386,2434,9,1,1
187840,596,89743,21,0,0
153812,431,92222,16,1,1
35858,404,17486,97,0,1
113704,570,18821,16,0,0
39274,435,10524,82,0,1
31326,766,11760,144,1,1
114585,774,75517,28,0,1
32148,407,11794,61,0,1
62168,446,34306,68,0,1
198348,718,156526,5,1,1
107151,561,69843,27,1,1
153106,402,57514,11,0,1
135363,734,76574,26,0,0
170708,346,89483,28,1,1
75375,492,29799,16,1,1
60219,548,16824,65,1,1
127298,302,1171,21,1,1
37528,617,25213,60,0,1
26512,598,10772,127,1,1
175943,637,68142,9,1,1
70077,447,51195,15,1,1
74698,814,34926,6,0,0
76835,703,44489,61,1,1
42083,515,6232,42,1,1
89413,781,49692,52,0,1
99969,836,12919,17,0,0
180496,335,18564,25,1,1
149307,554,60245,19,1,1
22875,403,6113,59,1,1
80937,349,50407,8,0,1
174724,840,38440,4,0,0
30307,666,1793,87,1,1
180816,393,115829,20,1,1
119133,490,10491,27,0,1
58929,407,35560,56,0,1
23666,383,6824,126,0,1
82952,317,11461,6,1,1
81719,593,9406,41,1,1
161255,582,29867,14,1,1
106857,450,34280,8,0,1
66284,710,2195,58,0,1
28570,766,21021,105,1,1
24654,776,8843,65,0,1
47343,786,37696,84,0,1
88411,508,23897,11,0,1
160550,813,79929,7,0,0
94619,429,69618,29,0,1
59286,587,44199,39,1,1
177280,822,124315,19,0,1
118719,637,9161,11,0,0
157203,303,41981,12,1,1
59139,389,13026,45,1,1
170880,531,62644,23,1,1
150544,624,11636,20,1,1
192706,506,121504,22,1,1
54515,775,1938,62,1,1
67975,629,11173,46,1,1
138228,833,78892,6,0,0
144411,468,55075,19,0,1
22513,344,5959,169,1,1
61479,499,5107,64,1,1
131578,507,30810,36,1,1
75801,832,32783,30,1,1
81514,547,26230,58,0,1
94307,482,46910,48,0,1
176436,738,1039,18,1,1
137804,645,21396,14,1,1
140722,509,18215,29,1,1
138159,496,44565,21,0,1
176522,817,96030,22,1,1
114322,465,6376,43,1,1
84650,798,51724,10,1,1
27557,581,19336,50,1,1
147473,791,95165,12,0,1
125132,452,24324,33,0,1
160295,845,5406,30,0,0
116573,757,35583,9,0,0
180955,472,112740,11,1,1
124297,708,38109,7,1,1
107636,553,72488,13,1,1
115802,757,70157,33,1,1
49510,681,8297,46,1,1
20436,661,13734,106,0,1
100014,659,6106,19,1,1
189589,533,83481,10,1,1
116587,767,56818,12,0,0
128186,474,48050,24,1,1
58680,637,44190,52,0,1
43671,304,22119,95,1,1
32946,309,12523,75,0,1
41021,704,15647,22,1,1
90031,542,1742,15,1,1
104820,435,38516,20,1,1
90535,649,71433,24,1,1
124486,775,68293,39,0,0
96892,745,39631,23,1,1
88765,653,16968,49,0,0
41768,652,8467,115,1,1
80840,713,32123,37,0,0
164454,842,127981,6,0,1
170122,374,67557,3,0,1
48231,808,19484,87,1,1
68499,485,26135,40,1,1
179863,673,55393,9,0,0
77615,306,6615,35,0,1
149594,311,65255,25,0,1
197430,609,105065,15,0,0
81088,341,34710,49,1,1
107788,830,22069,39,1,1
144746,393,25647,12,0,1
177278,773,34581,14,0,0
139007,693,77201,20,0,0
100200,388,8035,35,1,1
113895,779,5928,20,0,0
20926,485,3316,119,0,1
42838,748,3059,114,0,1
122247,445,50741,15,1,1
127291,511,54898,30,0,1
22624,681,10799,161,1,1
135417,723,7535,26,0,0
30305,344,4910,87,0,1
194684,475,120674,19,1,1
73232,821,51769,43,1,1
172580,528,53487,27,1,1
109778,669,9686,36,0,0
89648,848,43925,54,1,1
105453,742,49864,20,0,0
127930,752,58808,30,0,0
39074,378,29695,16,1,1
193589,613,72807,7,1,1
40337,395,27863,91,0,1
168888,495,103456,24,0,1
151914,670,18842,25,1,1
182574,834,137866,7,0,1
56924,833,29136,16,0,0
63239,517,11814,29,1,1
170948,584,1530,17,0,0
165199,638,28732,7,1,1
147230,669,36526,4,0,0
182109,314,2740,14,1,1
77318,419,26874,21,0,1
71920,734,36839,44,1,1
172492,514,65825,18,0,1
154430,747,8471,26,0,0
180558,356,93681,4,0,1
81582,824,11443,52,1,1
62105,681,13765,52,1,1
146634,715,57771,9,1,1
153818,606,99029,5,1,1
161207,804,128103,30,0,1
37706,398,3393,79,1,1
51230,549,11157,56,1,1
24696,840,17665,146,0,1
68015,589,45703,8,1,1
129825,490,32382,30,1,1
108686,618,3655,36,0,0
179784,394,114328,12,1,1
126974,315,73864,31,1,1
40242,699,16693,16,0,0
74611,825,30252,59,0,1
181872,646,11652,7,0,0
186240,615,14260,24,0,0
164111,759,8811,6,0,0
185906,728,116058,25,1,1
162806,419,22694,25,0,1
23971,510,7743,47,0,1
199271,547,127428,13,1,1
68026,519,22520,13,1,1
20255,798,4838,97,0,1
185994,487,129411,22,0,1
84875,412,29788,9,0,1
70868,324,40295,65,1,1
151443,733,6318,12,0,0
93950,622,73365,44,1,1
175016,498,69455,13,0,1
152047,633,55952,26,0,0
177405,555,41816,7,0,0
172045,821,113112,7,0,1
69527,647,38274,63,1,1
48411,458,29473,41,0,1
123322,338,29865,14,0,1
196825,314,139274,12,1,1
108641,728,27112,24,0,0
73648,602,22694,13,1,1
108979,306,34587,11,1,1
127847,526,59966,5,1,1
63148,503,8742,25,0,1
114620,339,19251,37,1,1
152598,811,90522,30,0,0
68492,451,32032,51,0,1
105175,672,5716,43,0,0
72292,803,43462,45,0,1
28394,406,15370,118,1,1
26467,815,13705,19,1,1
146355,399,61890,20,0,1
170533,422,102276,11,0,1
185726,514,55803,24,1,1
75853,305,31953,40,1,1
138744,518,9420,13,1,1
39657,613,14674,77,0,1
83316,438,20589,38,0,1
71419,789,48684,56,1,1
119619,586,18500,37,1,1
116744,485,18455,24,1,1
120093,378,51691,25,0,1
147679,488,75626,13,1,1
146818,575,83079,17,0,0
89670,841,31817,11,0,0
141397,507,33894,13,1,1
130282,512,74263,26,0,1
114693,594,48621,38,0,0
173058,797,54026,7,0,0
199896,507,59649,4,0,1
20061,551,8409,93,0,1
120858,391,11146,35,0,1
198496,538,113806,6,0,1
76978,495,58918,56,0,1
110493,628,14185,7,0,0
60396,764,26540,61,0,1
55807,638,3265,32,1,1
198715,735,26661,2,0,0
128983,849,31547,17,0,0
184125,581,4656,23,1,1
90440,688,33147,39,0,0
127612,783,49572,4,0,0
187393,410,89056,3,0,1
44353,503,5060,49,1,1
158978,473,44625,17,0,1
121358,345,13277,26,1,1
70662,702,13624,17,0,0
139346,484,27404,19,0,1
187772,417,17308,22,0,1
190752,521,50733,9,1,1
89021,747,9092,7,1,1
75070,301,36071,7,1,1
154525,727,78022,14,0,0
181594,447,35538,12,0,1
117256,699,80203,7,0,1
177770,574,48098,12,0,0
169177,440,95837,27,1,1
53559,406,14262,80,0,1
118982,794,44546,41,0,0
140162,480,90935,23,1,1
169162,357,68344,13,0,1
24037,748,9247,129,0,1
70781,519,31306,13,0,1
31063,495,12900,160,0,1
88539,671,52723,24,1,1
79029,373,2789,39,0,1
189886,511,4680,6,0,1
192036,427,118363,5,0,1
71532,782,32288,52,0,1
101004,433,68494,7,1,1
109128,613,81843,25,1,1
97107,386,12594,42,0,1
118233,583,71468,17,1,1
171636,817,52610,27,1,1
60746,390,36433,70,0,1
178987,531,59747,18,0,1
84156,538,17240,42,0,1
148055,340,92306,12,0,1
64752,647,14889,76,0,1
178974,370,6682,4,0,1
194140,672,42101,19,0,0
195898,695,102094,3,1,1
136786,790,50005,10,1,1
67765,377,7675,35,0,1
26251,471,5630,175,1,1
189511,437,99751,21,1,1
180541,327,119308,8,1,1
50125,718,22317,76,0,1
156841,412,121913,22,0,1
124106,573,46502,23,0,0
155190,365,89817,15,0,1
71490,545,51474,21,0,1
184155,379,124026,25,0,1
137582,498,100131,6,1,1
192843,683,29313,12,0,0
149020,403,106135,15,1,1
63837,392,40913,27,1,1
56641,557,34192,49,0,1
135665,357,65532,35,0,1
71846,531,33154,23,0,1
53053,335,41213,40,0,1
141215,690,59736,34,0,0
93991,616,14812,46,1,1
55805,847,14891,16,1,1
93365,664,52806,43,0,0
140189,632,34974,25,0,0
49500,727,26068,76,0,1
188471,769,112606,15,1,1
92921,697,17755,44,0,0
61322,668,1733,17,1,1
85893,740,34920,46,1,1
165935,705,1399,3,1,1
138740,564,74938,32,1,1
82929,530,2771,42,0,1
184780,332,96351,12,0,1
196176,792,109457,10,0,0
196497,613,4710,8,0,0
120704,757,35604,10,0,0
37931,737,11805,124,1,1
66982,814,52873,38,1,1
136991,503,94010,30,0,1
94316,422,38581,33,0,1
51879,719,32364,53,0,1
185827,465,66573,21,1,1
163276,437,71855,21,1,1
155007,537,120806,6,1,1
162948,464,50533,22,0,1
38741,602,18818,117,0,1
58634,485,42140,46,0,1
158470,636,47781,20,0,0
117589,379,50684,27,0,1
193458,457,86797,14,1,1
172703,589,128955,5,0,1
67330,841,14649,55,0,1
90773,693,22271,45,0,0
94085,510,20572,51,0,1
37788,777,18688,50,0,1
193259,430,131275,7,1,1
58961,464,44742,33,0,1
85204,397,11679,52,0,1
131489,673,17398,17,0,0
119873,807,14574,27,1,1
145781,451,45521,31,0,1
166358,562,99474,9,1,1
30073,815,16742,130,0,1
98762,489,62499,5,1,1
105590,684,52758,20,0,0
195470,311,18890,9,0,1
69127,393,46656,28,0,1
122535,467,78522,12,0,1
80849,607,46926,45,0,0
194023,544,62335,16,1,1
149735,787,37229,21,0,0
91882,503,8644,46,1,1
78897,432,48125,56,1,1
82866,535,32757,32,0,1
51312,348,1187,57,1,1
32319,688,11080,120,1,1
111872,390,73982,6,1,1
195047,658,97290,21,0,0
188184,322,93432,17,0,1
43347,642,22853,107,0,1
133884,745,79394,6,1,1
65193,660,34824,64,0,1
169585,673,110605,18,1,1
146036,477,31352,16,0,1
192335,812,51261,3,1,1
134009,676,4549,34,1,1
81276,612,17644,25,0,0
75019,587,15192,52,0,1
135979,408,44786,11,1,1
97069,545,29495,10,1,1
68702,361,44697,19,0,1
41011,339,23442,94,1,1
161134,548,94430,10,0,1
56939,381,43702,36,0,1
25998,778,7115,110,1,1
58726,841,19504,68,1,1
198518,425,138892,13,1,1
178973,557,25413,8,1,1
130301,336,21581,29,0,1
184841,627,22724,24,0,0
80052,424,31125,6,1,1
134555,649,93797,22,0,1
43198,466,12038,44,1,1
163489,433,62781,29,1,1
41946,551,22366,100,1,1
40089,810,1243,93,1,1
105471,739,40966,11,0,0
196936,822,144045,13,1,1
193751,436,19324,6,0,1
92501,510,35958,29,0,1
134448,463,84550,7,1,1
159944,837,78888,6,0,0
27169,802,2857,114,1,1
129594,664,15697,7,1,1
164017,655,33655,21,0,0
160007,603,91399,21,0,0
91153,666,67329,8,0,1
137024,545,48553,27,0,1
73429,671,11541,24,1,1
109660,518,16444,45,1,1
28464,304,21453,34,0,1
99165,745,2450,40,0,0
128480,393,45609,22,1,1
132376,357,58076,11,1,1
184299,369,23680,14,0,1
84554,391,7183,57,1,1
85554,769,52085,26,1,1
76293,395,53837,42,0,1
44192,482,27679,92,0,1
173687,848,41720,2,1,1
108145,567,65610,26,1,1
140685,546,104786,29,0,1
113514,611,36528,19,0,0
129390,392,64370,34,1,1
116249,624,64085,25,1,1
56265,331,38307,40,0,1
182234,679,77172,23,1,1
100098,363,57621,28,1,1
198323,656,130304,4,0,1
44583,440,9096,44,0,1
30362,803,5083,131,1,1
147762,755,72219,32,1,1
64286,428,43159,46,1,1
34869,432,16447,105,0,1
90223,821,9190,49,0,0
194304,459,148199,6,0,1
98581,328,63389,48,1,1
130976,634,28775,37,1,1
130012,616,71124,19,1,1
182983,737,30268,19,1,1
159008,321,105373,19,1,1
58975,608,10352,81,0,1
77436,427,22762,33,0,1
62900,493,30589,8,1,1
87683,415,39000,36,0,1
33462,557,18411,15,1,1
81515,543,23618,39,1,1
83653,466,40098,18,0,1
139199,514,29731,21,1,1
141875,343,8848,17,0,1
82281,441,34291,58,0,1
159389,490,57761,19,1,1
61238,380,41577,27,1,1
105351,355,73968,34,1,1
55309,714,40775,52,0,1
130174,382,13676,10,1,1
35987,305,17486,42,0,1
120685,695,69015,38,1,1
81456,819,9687,14,1,1
110126,849,29315,22,0,0
156891,476,15638,14,1,1
80105,736,38611,55,1,1
192585,563,81232,14,1,1
69843,806,35652,30,0,0
148326,589,82991,25,1,1
150183,691,49425,26,1,1
97835,689,21177,11,1,1
123609,663,1944,30,1,1
48808,700,8213,94,0,1
61703,694,10740,40,1,1
107312,596,26654,16,1,1
161012,329,93247,24,1,1
21603,336,11042,145,0,1
91556,530,45450,26,0,1
170307,481,108696,24,1,1
54883,364,35315,74,1,1
70744,752,25857,42,0,0
142367,448,52192,26,1,1
186004,517,43442,7,0,1
182102,444,133575,17,0,1
57839,461,6883,37,0,1
199478,524,77318,7,1,1
186809,698,101308,14,0,0
100326,332,73931,39,1,1
196038,590,79223,18,1,1
109896,663,28526,38,0,0
134206,836,74444,20,1,1
75924,834,8167,16,0,0
96609,585,23482,45,0,0
132366,633,97124,19,0,1
48887,679,17477,43,0,0
28198,406,15506,109,0,1
31953,778,21760,61,0,1
157177,492,43272,21,0,1
130751,449,70248,14,1,1
146110,306,27736,13,1,1
62641,572,49878,68,1,1
59574,691,1178,48,0,0
162514,650,118506,4,1,1
117172,575,23322,24,1,1
73441,711,49580,22,0,1
173723,516,96668,20,0,1
45344,310,35743,56,1,1
115834,573,77300,14,0,1
90092,543,68750,21,0,1
103093,691,26348,15,0,0
172790,456,18419,2,1,1
186681,570,36649,5,0,0
25861,716,10298,157,0,1
101010,681,25573,12,1,1
60920,716,38641,53,0,1
125686,472,34677,25,0,1
191512,439,45367,20,1,1
102051,345,75034,47,0,1
155503,837,63767,9,0,0
101726,715,65830,45,0,1
192880,448,40658,17,1,1
191036,597,20669,4,0,0
133843,364,53098,4,0,1
109747,651,78292,36,1,1
120549,580,95629,12,0,1
159923,380,34306,12,0,1
104940,801,70556,6,0,1
77267,720,51926,22,1,1
53986,760,5462,61,0,1
190176,636,136693,3,1,1
156215,358,74597,3,0,1
96929,600,25444,37,0,0
72593,639,26235,24,1,1
156382,723,108218,6,0,1
62642,484,27851,42,1,1
73648,709,19160,54,0,1
39140,738,2211,61,1,1
53046,559,8511,52,0,1
108858,401,64331,32,1,1
107330,445,15490,26,1,1
117525,736,69793,7,0,0
63969,403,32762,8,0,1
132254,809,95751,13,0,1
177068,377,47352,7,0,1
120222,460,16554,30,0,1
20139,358,15388,233,1,1
149768,390,4137,23,1,1
187531,535,147894,17,1,1
54742,838,39458,72,1,1
146801,793,53841,31,1,1
32975,639,17219,100,1,1
187383,679,129374,7,1,1
20786,498,4499,145,1,1
67863,603,37698,26,1,1
140043,419,109508,8,1,1
143545,356,110761,33,0,1
85814,813,24218,20,1,1
73825,735,38567,46,0,0
62199,402,12864,15,1,1
175229,509,67003,24,0,1
120314,451,54302,28,0,1
164846,300,40866,30,0,1
123355,712,67687,16,0,0
139464,364,3700,25,0,1
87356,670,66775,11,0,1
161946,731,126008,22,1,1
42956,534,24252,30,1,1
183516,449,36009,21,0,1
36889,340,1059,83,0,1
176312,466,57665,14,0,1
27983,796,5379,72,0,1
189610,774,66549,5,1,1
130840,322,12486,25,0,1
27928,644,17472,113,1,1
26846,560,11102,133,0,1
194539,305,92280,15,1,1
77454,684,45885,7,1,1
60938,670,12944,46,0,0
63070,767,25019,60,0,1
102587,303,63847,7,0,1
176235,810,134749,8,1,1
149540,535,20256,20,0,1
75949,445,13613,32,0,1
96205,714,2221,47,1,1
185148,810,103890,6,1,1
137239,725,5638,25,1,1
180221,400,36176,10,1,1
150497,712,67489,17,0,0
171899,593,84081,22,1,1
184876,593,120251,21,0,1
78519,392,5966,32,0,1
93363,758,74159,44,1,1
171095,668,102922,23,1,1
184015,508,139367,19,0,1
95258,367,14216,52,0,1
51503,826,4475,44,1,1
105246,332,67169,44,1,1
167349,748,114850,23,1,1
184802,656,89278,14,1,1
190399,621,62334,23,0,0
22470,492,15929,144,1,1
136942,542,73014,24,0,1
26695,496,19066,117,0,1
126331,405,19186,25,1,1
197279,334,53965,20,0,1
189469,316,107317,24,1,1
89108,661,59158,15,0,1
194832,727,73526,6,0,0
57456,551,14072,58,1,1
75060,593,52567,35,0,1
33519,731,25474,45,1,1
199757,551,91247,15,0,0
83573,315,21668,58,1,1
197109,393,113997,12,0,1
79183,535,54577,38,0,1
128793,657,49392,30,1,1
79662,315,42865,24,0,1
154140,457,34745,20,1,1
91913,315,45465,7,1,1
114123,801,87543,16,1,1
53779,772,31446,12,1,1
104031,470,7214,34,0,1
158987,312,122829,21,1,1
116129,574,84023,27,1,1
114446,779,5640,27,0,0
167238,716,130043,29,0,1
106973,374,1437,27,1,1
